tweet_id,text,sentiment
675,service is awesome! Highly recommend it.,positive
676,So happy with the new website. Totally worth it!,positive
677,"Not bad, but headphones could be improved.",neutral
678,headphones is awesome! Highly recommend it.,positive
679,Fantastic experience — website exceeded my expectations.,positive
680,I hate this TV. Waste of money.,negative
681,Never buying phone again. Huge letdown.,negative
682,So frustrating. website keeps crashing.,negative
683,"app works fine, just as expected.",neutral
684,"Average camera. Does the job, I guess.",neutral
685,So happy with the new TV. Totally worth it!,positive
686,I love website! It's absolutely amazing.,positive
687,Can't stop smiling! keyboard is perfect 😍,positive
688,Fantastic experience — website exceeded my expectations.,positive
689,"Not bad, but app could be improved.",neutral
690,support seems decent for the price.,neutral
691,I hate this headphones. Waste of money.,negative
692,So frustrating. headphones keeps crashing.,negative
693,Customer service for website is awful.,negative
694,software stopped working after one day. Unacceptable.,negative
695,Terrible experience using laptop.,negative
696,So frustrating. software keeps crashing.,negative
697,Fantastic experience — laptop exceeded my expectations.,positive
698,Absolutely love the performance of headphones!,positive
699,Absolutely love the performance of game!,positive
700,"Not bad, but watch could be improved.",neutral
701,Terrible experience using game.,negative
702,Terrible experience using update.,negative
703,Best software I've used in a long time ❤️,positive
704,Best service I've used in a long time ❤️,positive
705,No strong feelings about keyboard. It's alright.,neutral
706,Absolutely love the performance of update!,positive
707,"phone works fine, just as expected.",neutral
708,Customer service for support is awful.,negative
709,"update is okay, nothing special.",neutral
710,Customer service for laptop is awful.,negative
711,Can't stop smiling! update is perfect 😍,positive
712,watch stopped working after one day. Unacceptable.,negative
713,"keyboard works fine, just as expected.",neutral
714,No strong feelings about brand. It's alright.,neutral
715,"website works fine, just as expected.",neutral
716,"Average phone. Does the job, I guess.",neutral
717,Fantastic experience — feature exceeded my expectations.,positive
718,"brand works fine, just as expected.",neutral
719,I hate this service. Waste of money.,negative
720,website seems decent for the price.,neutral
721,So frustrating. game keeps crashing.,negative
722,Can't stop smiling! phone is perfect 😍,positive
723,Best battery I've used in a long time ❤️,positive
724,No strong feelings about service. It's alright.,neutral
725,"watch works fine, just as expected.",neutral
726,"feature works fine, just as expected.",neutral
727,keyboard seems decent for the price.,neutral
728,"Average website. Does the job, I guess.",neutral
729,Pretty standard brand. Nothing to complain about.,neutral
730,"phone works fine, just as expected.",neutral
731,battery seems decent for the price.,neutral
732,No strong feelings about software. It's alright.,neutral
733,Can't stop smiling! phone is perfect 😍,positive
734,"Average phone. Does the job, I guess.",neutral
735,Customer service for brand is awful.,negative
736,Terrible experience using laptop.,negative
737,I hate this update. Waste of money.,negative
738,Absolutely love the performance of watch!,positive
739,Customer service for software is awful.,negative
740,service stopped working after one day. Unacceptable.,negative
741,I hate this brand. Waste of money.,negative
742,Never buying laptop again. Huge letdown.,negative
743,Absolutely love the performance of support!,positive
744,I love feature! It's absolutely amazing.,positive
745,Pretty standard update. Nothing to complain about.,neutral
746,Terrible experience using update.,negative
747,camera is awesome! Highly recommend it.,positive
748,Best laptop I've used in a long time ❤️,positive
749,Can't stop smiling! brand is perfect 😍,positive
750,Worst watch ever. Totally disappointed.,negative
751,Never buying watch again. Huge letdown.,negative
752,"Not bad, but camera could be improved.",neutral
753,Terrible experience using keyboard.,negative
754,I hate this brand. Waste of money.,negative
755,Worst headphones ever. Totally disappointed.,negative
756,"TV is okay, nothing special.",neutral
757,Fantastic experience — watch exceeded my expectations.,positive
758,support stopped working after one day. Unacceptable.,negative
759,I love headphones! It's absolutely amazing.,positive
760,Never buying feature again. Huge letdown.,negative
761,"Not bad, but mouse could be improved.",neutral
762,brand seems decent for the price.,neutral
763,brand seems decent for the price.,neutral
764,camera seems decent for the price.,neutral
765,Can't stop smiling! app is perfect 😍,positive
766,No strong feelings about battery. It's alright.,neutral
767,battery seems decent for the price.,neutral
768,watch is awesome! Highly recommend it.,positive
769,No strong feelings about game. It's alright.,neutral
770,I hate this website. Waste of money.,negative
771,So frustrating. laptop keeps crashing.,negative
772,Absolutely love the performance of watch!,positive
773,Customer service for camera is awful.,negative
774,Customer service for update is awful.,negative
775,Absolutely love the performance of website!,positive
776,watch stopped working after one day. Unacceptable.,negative
777,Never buying website again. Huge letdown.,negative
778,Pretty standard app. Nothing to complain about.,neutral
779,website stopped working after one day. Unacceptable.,negative
780,I love headphones! It's absolutely amazing.,positive
781,I hate this feature. Waste of money.,negative
782,website is awesome! Highly recommend it.,positive
783,Can't stop smiling! keyboard is perfect 😍,positive
784,Best mouse I've used in a long time ❤️,positive
785,Customer service for TV is awful.,negative
786,"Not bad, but brand could be improved.",neutral
787,website is awesome! Highly recommend it.,positive
788,Best app I've used in a long time ❤️,positive
789,keyboard is awesome! Highly recommend it.,positive
790,"headphones is okay, nothing special.",neutral
791,Worst website ever. Totally disappointed.,negative
792,Pretty standard keyboard. Nothing to complain about.,neutral
793,So happy with the new battery. Totally worth it!,positive
794,Customer service for game is awful.,negative
795,"phone works fine, just as expected.",neutral
796,"laptop works fine, just as expected.",neutral
797,"camera is okay, nothing special.",neutral
798,"support works fine, just as expected.",neutral
799,"Average feature. Does the job, I guess.",neutral
800,Can't stop smiling! headphones is perfect 😍,positive
801,Absolutely love the performance of website!,positive
802,So happy with the new battery. Totally worth it!,positive
803,Can't stop smiling! headphones is perfect 😍,positive
804,So happy with the new TV. Totally worth it!,positive
805,"Average website. Does the job, I guess.",neutral
806,"Average laptop. Does the job, I guess.",neutral
807,"Average app. Does the job, I guess.",neutral
808,"Average mouse. Does the job, I guess.",neutral
809,"keyboard is okay, nothing special.",neutral
810,So happy with the new service. Totally worth it!,positive
811,Never buying camera again. Huge letdown.,negative
812,So frustrating. feature keeps crashing.,negative
813,TV seems decent for the price.,neutral
814,"phone works fine, just as expected.",neutral
815,"phone is okay, nothing special.",neutral
816,Worst game ever. Totally disappointed.,negative
817,Best watch I've used in a long time ❤️,positive
818,So frustrating. service keeps crashing.,negative
819,Terrible experience using website.,negative
820,support is awesome! Highly recommend it.,positive
821,Best camera I've used in a long time ❤️,positive
822,"game works fine, just as expected.",neutral
823,Customer service for service is awful.,negative
824,Pretty standard mouse. Nothing to complain about.,neutral
825,"laptop is okay, nothing special.",neutral
826,I love TV! It's absolutely amazing.,positive
827,"watch is okay, nothing special.",neutral
828,"Not bad, but keyboard could be improved.",neutral
829,support seems decent for the price.,neutral
830,Can't stop smiling! update is perfect 😍,positive
831,"Not bad, but headphones could be improved.",neutral
832,"Average watch. Does the job, I guess.",neutral
833,Customer service for keyboard is awful.,negative
834,"Not bad, but keyboard could be improved.",neutral
835,Fantastic experience — service exceeded my expectations.,positive
836,feature seems decent for the price.,neutral
837,Best service I've used in a long time ❤️,positive
838,"service works fine, just as expected.",neutral
839,"Average laptop. Does the job, I guess.",neutral
840,So frustrating. keyboard keeps crashing.,negative
841,So happy with the new headphones. Totally worth it!,positive
842,"keyboard works fine, just as expected.",neutral
843,Absolutely love the performance of brand!,positive
844,website stopped working after one day. Unacceptable.,negative
845,Terrible experience using software.,negative
846,update seems decent for the price.,neutral
847,I hate this battery. Waste of money.,negative
848,I hate this app. Waste of money.,negative
849,I love app! It's absolutely amazing.,positive
850,"service works fine, just as expected.",neutral
851,Absolutely love the performance of laptop!,positive
852,"phone works fine, just as expected.",neutral
853,"keyboard works fine, just as expected.",neutral
854,Can't stop smiling! laptop is perfect 😍,positive
855,brand is awesome! Highly recommend it.,positive
856,headphones stopped working after one day. Unacceptable.,negative
857,Worst headphones ever. Totally disappointed.,negative
858,Best brand I've used in a long time ❤️,positive
859,So happy with the new watch. Totally worth it!,positive
860,Absolutely love the performance of mouse!,positive
861,So happy with the new feature. Totally worth it!,positive
862,Terrible experience using service.,negative
863,"battery is okay, nothing special.",neutral
864,phone is awesome! Highly recommend it.,positive
865,So happy with the new software. Totally worth it!,positive
866,No strong feelings about feature. It's alright.,neutral
867,battery is awesome! Highly recommend it.,positive
868,Worst website ever. Totally disappointed.,negative
869,I love keyboard! It's absolutely amazing.,positive
870,Best watch I've used in a long time ❤️,positive
871,"keyboard works fine, just as expected.",neutral
872,So frustrating. phone keeps crashing.,negative
873,Best watch I've used in a long time ❤️,positive
874,software stopped working after one day. Unacceptable.,negative
875,Terrible experience using brand.,negative
876,laptop is awesome! Highly recommend it.,positive
877,Never buying app again. Huge letdown.,negative
878,app seems decent for the price.,neutral
879,camera stopped working after one day. Unacceptable.,negative
880,"game is okay, nothing special.",neutral
881,Never buying update again. Huge letdown.,negative
882,Worst laptop ever. Totally disappointed.,negative
883,So happy with the new support. Totally worth it!,positive
884,So happy with the new camera. Totally worth it!,positive
885,So happy with the new laptop. Totally worth it!,positive
886,Never buying headphones again. Huge letdown.,negative
887,I hate this game. Waste of money.,negative
888,No strong feelings about TV. It's alright.,neutral
889,"Not bad, but TV could be improved.",neutral
890,Never buying headphones again. Huge letdown.,negative
891,Terrible experience using game.,negative
892,mouse stopped working after one day. Unacceptable.,negative
893,Never buying website again. Huge letdown.,negative
894,update stopped working after one day. Unacceptable.,negative
895,Never buying feature again. Huge letdown.,negative
896,"Not bad, but support could be improved.",neutral
897,"support works fine, just as expected.",neutral
898,So happy with the new phone. Totally worth it!,positive
899,feature seems decent for the price.,neutral
900,Fantastic experience — game exceeded my expectations.,positive
901,Best support I've used in a long time ❤️,positive
902,I love camera! It's absolutely amazing.,positive
903,So happy with the new keyboard. Totally worth it!,positive
904,Pretty standard app. Nothing to complain about.,neutral
905,No strong feelings about feature. It's alright.,neutral
906,Terrible experience using support.,negative
907,So frustrating. support keeps crashing.,negative
908,So happy with the new update. Totally worth it!,positive
909,Can't stop smiling! feature is perfect 😍,positive
910,"service works fine, just as expected.",neutral
911,I love game! It's absolutely amazing.,positive
912,Pretty standard feature. Nothing to complain about.,neutral
913,"update works fine, just as expected.",neutral
914,No strong feelings about website. It's alright.,neutral
915,battery stopped working after one day. Unacceptable.,negative
916,Fantastic experience — brand exceeded my expectations.,positive
917,Terrible experience using phone.,negative
918,So happy with the new TV. Totally worth it!,positive
919,Fantastic experience — support exceeded my expectations.,positive
920,Pretty standard game. Nothing to complain about.,neutral
921,Terrible experience using watch.,negative
922,Fantastic experience — headphones exceeded my expectations.,positive
923,Can't stop smiling! game is perfect 😍,positive
924,Best headphones I've used in a long time ❤️,positive
925,So frustrating. support keeps crashing.,negative
926,Pretty standard TV. Nothing to complain about.,neutral
927,Can't stop smiling! watch is perfect 😍,positive
928,"headphones works fine, just as expected.",neutral
929,"Not bad, but support could be improved.",neutral
930,Best app I've used in a long time ❤️,positive
931,"Not bad, but app could be improved.",neutral
932,Worst mouse ever. Totally disappointed.,negative
933,So happy with the new battery. Totally worth it!,positive
934,I hate this laptop. Waste of money.,negative
935,Absolutely love the performance of keyboard!,positive
936,Worst headphones ever. Totally disappointed.,negative
937,Can't stop smiling! app is perfect 😍,positive
938,service seems decent for the price.,neutral
939,brand stopped working after one day. Unacceptable.,negative
940,So frustrating. phone keeps crashing.,negative
941,Pretty standard service. Nothing to complain about.,neutral
942,Pretty standard update. Nothing to complain about.,neutral
943,Never buying laptop again. Huge letdown.,negative
944,Worst app ever. Totally disappointed.,negative
945,Can't stop smiling! support is perfect 😍,positive
946,Absolutely love the performance of update!,positive
947,Absolutely love the performance of app!,positive
948,Customer service for mouse is awful.,negative
949,Fantastic experience — game exceeded my expectations.,positive
950,So frustrating. service keeps crashing.,negative
951,Absolutely love the performance of TV!,positive
952,Terrible experience using game.,negative
953,Fantastic experience — keyboard exceeded my expectations.,positive
954,TV seems decent for the price.,neutral
955,Absolutely love the performance of mouse!,positive
956,Fantastic experience — service exceeded my expectations.,positive
957,"Not bad, but camera could be improved.",neutral
958,I hate this software. Waste of money.,negative
959,Fantastic experience — watch exceeded my expectations.,positive
960,Worst headphones ever. Totally disappointed.,negative
961,So happy with the new support. Totally worth it!,positive
962,I love support! It's absolutely amazing.,positive
963,Terrible experience using camera.,negative
964,Never buying laptop again. Huge letdown.,negative
965,Worst TV ever. Totally disappointed.,negative
966,"game is okay, nothing special.",neutral
967,Terrible experience using phone.,negative
968,"Not bad, but camera could be improved.",neutral
969,Customer service for battery is awful.,negative
970,watch stopped working after one day. Unacceptable.,negative
971,"phone works fine, just as expected.",neutral
972,feature is awesome! Highly recommend it.,positive
973,"Not bad, but app could be improved.",neutral
974,Terrible experience using website.,negative
975,"watch is okay, nothing special.",neutral
976,Terrible experience using battery.,negative
977,Best service I've used in a long time ❤️,positive
978,feature seems decent for the price.,neutral
979,"support is okay, nothing special.",neutral
980,"Not bad, but battery could be improved.",neutral
981,I love support! It's absolutely amazing.,positive
982,Best watch I've used in a long time ❤️,positive
983,I love headphones! It's absolutely amazing.,positive
984,service stopped working after one day. Unacceptable.,negative
985,Best battery I've used in a long time ❤️,positive
986,Absolutely love the performance of laptop!,positive
987,Terrible experience using mouse.,negative
988,Pretty standard service. Nothing to complain about.,neutral
989,So frustrating. app keeps crashing.,negative
990,"Not bad, but phone could be improved.",neutral
991,Pretty standard TV. Nothing to complain about.,neutral
992,So happy with the new website. Totally worth it!,positive
993,brand is awesome! Highly recommend it.,positive
994,software stopped working after one day. Unacceptable.,negative
995,support stopped working after one day. Unacceptable.,negative
996,app is awesome! Highly recommend it.,positive
997,Customer service for game is awful.,negative
998,software is awesome! Highly recommend it.,positive
999,Never buying feature again. Huge letdown.,negative
1000,Absolutely love the performance of mouse!,positive
